datadot,x,y
"1017.666,456.998",1017.666,456.998
"1030.666,469.998",1030.666,469.998
"1043.666,469.998",1043.666,469.998
"1056.666,469.998",1056.666,469.998
"1056.666,482.998",1056.666,482.998
"1069.666,482.998",1069.666,482.998
"1069.666,495.998",1069.666,495.998
"1069.666,508.998",1069.666,508.998
"1056.666,495.998",1056.666,495.998
"1043.666,495.998",1043.666,495.998
"1043.666,508.998",1043.666,508.998
"1030.666,508.998",1030.666,508.998
"1030.666,521.998",1030.666,521.998
"1030.666,534.998",1030.666,534.998
"1017.666,534.998",1017.666,534.998
"1017.666,547.998",1017.666,547.998
"1004.666,547.998",1004.666,547.998
"1004.666,534.998",1004.666,534.998
"991.666,534.998",991.666,534.998
"978.666,534.998",978.666,534.998
"991.666,521.998",991.666,521.998
"1004.666,521.998",1004.666,521.998
"1004.666,508.998",1004.666,508.998
"1017.666,508.998",1017.666,508.998
"1017.666,521.998",1017.666,521.998
"1004.666,495.998",1004.666,495.998
"1017.666,495.998",1017.666,495.998
"1017.666,482.998",1017.666,482.998
"1030.666,482.998",1030.666,482.998
"1030.666,495.998",1030.666,495.998
"1043.666,482.998",1043.666,482.998
"1082.666,495.998",1082.666,495.998
"991.666,443.998",991.666,443.998
"991.666,456.998",991.666,456.998
"991.666,469.998",991.666,469.998
"978.666,456.998",978.666,456.998
"978.666,469.998",978.666,469.998
"978.666,482.998",978.666,482.998
"978.666,495.998",978.666,495.998
"965.666,495.998",965.666,495.998
"965.666,508.998",965.666,508.998
"965.666,521.998",965.666,521.998
"952.666,521.998",952.666,521.998
"939.666,521.998",939.666,521.998
"926.666,521.998",926.666,521.998
"913.666,521.998",913.666,521.998
"900.666,521.998",900.666,521.998
"887.666,521.998",887.666,521.998
"874.666,521.998",874.666,521.998
"861.666,521.998",861.666,521.998
"861.666,534.998",861.666,534.998
"848.666,534.998",848.666,534.998
"835.666,534.998",835.666,534.998
"835.666,547.998",835.666,547.998
"822.666,547.998",822.666,547.998
"809.666,547.998",809.666,547.998
"796.666,547.998",796.666,547.998
"796.666,534.998",796.666,534.998
"783.666,534.998",783.666,534.998
"783.666,521.998",783.666,521.998
"783.666,508.998",783.666,508.998
"770.666,508.998",770.666,508.998
"770.666,495.998",770.666,495.998
"757.666,495.998",757.666,495.998
"757.666,482.998",757.666,482.998
"757.666,469.998",757.666,469.998
"757.666,456.998",757.666,456.998
"770.666,456.998",770.666,456.998
"783.666,456.998",783.666,456.998
"796.666,456.998",796.666,456.998
"809.666,456.998",809.666,456.998
"822.666,456.998",822.666,456.998
"822.666,443.998",822.666,443.998
"835.666,443.998",835.666,443.998
"848.666,443.998",848.666,443.998
"861.666,443.998",861.666,443.998
"861.666,430.998",861.666,430.998
"874.666,430.998",874.666,430.998
"874.666,417.998",874.666,417.998
"874.666,404.998",874.666,404.998
"874.666,391.998",874.666,391.998
"887.666,391.998",887.666,391.998
"887.666,378.998",887.666,378.998
"900.666,378.998",900.666,378.998
"900.666,365.998",900.666,365.998
"900.666,352.998",900.666,352.998
"900.666,339.998",900.666,339.998
"900.666,326.998",900.666,326.998
"900.666,313.998",900.666,313.998
"900.666,300.998",900.666,300.998
"900.666,287.998",900.666,287.998
"900.666,274.998",900.666,274.998
"900.666,261.998",900.666,261.998
"913.666,261.998",913.666,261.998
"913.666,248.998",913.666,248.998
"926.666,248.998",926.666,248.998
"926.666,261.998",926.666,261.998
"939.666,261.998",939.666,261.998
"939.666,274.998",939.666,274.998
"939.666,287.998",939.666,287.998
"952.666,287.998",952.666,287.998
"952.666,300.998",952.666,300.998
"952.666,313.998",952.666,313.998
"965.666,313.998",965.666,313.998
"965.666,326.998",965.666,326.998
"965.666,339.998",965.666,339.998
"965.666,352.998",965.666,352.998
"978.666,352.998",978.666,352.998
"978.666,365.998",978.666,365.998
"965.666,365.998",965.666,365.998
"978.666,378.998",978.666,378.998
"978.666,391.998",978.666,391.998
"978.666,404.998",978.666,404.998
"991.666,404.998",991.666,404.998
"991.666,417.998",991.666,417.998
"1004.666,417.998",1004.666,417.998
"991.666,430.998",991.666,430.998
"978.666,430.998",978.666,430.998
"978.666,417.998",978.666,417.998
"965.666,417.998",965.666,417.998
"965.666,430.998",965.666,430.998
"965.666,443.998",965.666,443.998
"978.666,443.998",978.666,443.998
"965.666,456.998",965.666,456.998
"965.666,469.998",965.666,469.998
"965.666,482.998",965.666,482.998
"952.666,482.998",952.666,482.998
"952.666,495.998",952.666,495.998
"952.666,508.998",952.666,508.998
"939.666,508.998",939.666,508.998
"926.666,508.998",926.666,508.998
"913.666,508.998",913.666,508.998
"900.666,508.998",900.666,508.998
"887.666,508.998",887.666,508.998
"874.666,508.998",874.666,508.998
"861.666,508.998",861.666,508.998
"848.666,508.998",848.666,508.998
"848.666,521.998",848.666,521.998
"835.666,521.998",835.666,521.998
"822.666,521.998",822.666,521.998
"822.666,534.998",822.666,534.998
"809.666,534.998",809.666,534.998
"809.666,521.998",809.666,521.998
"796.666,521.998",796.666,521.998
"796.666,508.998",796.666,508.998
"796.666,495.998",796.666,495.998
"783.666,495.998",783.666,495.998
"783.666,482.998",783.666,482.998
"770.666,482.998",770.666,482.998
"770.666,469.998",770.666,469.998
"783.666,469.998",783.666,469.998
"796.666,469.998",796.666,469.998
"809.666,469.998",809.666,469.998
"822.666,469.998",822.666,469.998
"835.666,469.998",835.666,469.998
"848.666,469.998",848.666,469.998
"835.666,456.998",835.666,456.998
"848.666,456.998",848.666,456.998
"861.666,456.998",861.666,456.998
"874.666,456.998",874.666,456.998
"874.666,443.998",874.666,443.998
"887.666,443.998",887.666,443.998
"887.666,430.998",887.666,430.998
"887.666,417.998",887.666,417.998
"887.666,404.998",887.666,404.998
"900.666,404.998",900.666,404.998
"900.666,391.998",900.666,391.998
"913.666,391.998",913.666,391.998
"913.666,378.998",913.666,378.998
"913.666,365.998",913.666,365.998
"913.666,352.998",913.666,352.998
"913.666,339.998",913.666,339.998
"913.666,326.998",913.666,326.998
"913.666,313.998",913.666,313.998
"913.666,300.998",913.666,300.998
"913.666,287.998",913.666,287.998
"913.666,274.998",913.666,274.998
"926.666,274.998",926.666,274.998
"926.666,287.998",926.666,287.998
"926.666,300.998",926.666,300.998
"939.666,300.998",939.666,300.998
"926.666,313.998",926.666,313.998
"926.666,326.998",926.666,326.998
"926.666,339.998",926.666,339.998
"926.666,352.998",926.666,352.998
"926.666,365.998",926.666,365.998
"926.666,378.998",926.666,378.998
"926.666,391.998",926.666,391.998
"939.666,391.998",939.666,391.998
"939.666,404.998",939.666,404.998
"939.666,417.998",939.666,417.998
"939.666,430.998",939.666,430.998
"952.666,430.998",952.666,430.998
"952.666,443.998",952.666,443.998
"952.666,456.998",952.666,456.998
"952.666,469.998",952.666,469.998
"939.666,469.998",939.666,469.998
"939.666,482.998",939.666,482.998
"939.666,495.998",939.666,495.998
"926.666,495.998",926.666,495.998
"913.666,495.998",913.666,495.998
"900.666,495.998",900.666,495.998
"887.666,495.998",887.666,495.998
"874.666,495.998",874.666,495.998
"861.666,495.998",861.666,495.998
"848.666,495.998",848.666,495.998
"835.666,495.998",835.666,495.998
"835.666,508.998",835.666,508.998
"822.666,508.998",822.666,508.998
"809.666,508.998",809.666,508.998
"809.666,495.998",809.666,495.998
"822.666,495.998",822.666,495.998
"796.666,482.998",796.666,482.998
"809.666,482.998",809.666,482.998
"822.666,482.998",822.666,482.998
"835.666,482.998",835.666,482.998
"848.666,482.998",848.666,482.998
"861.666,482.998",861.666,482.998
"874.666,482.998",874.666,482.998
"887.666,482.998",887.666,482.998
"900.666,482.998",900.666,482.998
"913.666,482.998",913.666,482.998
"926.666,482.998",926.666,482.998
"926.666,469.998",926.666,469.998
"926.666,456.998",926.666,456.998
"926.666,443.998",926.666,443.998
"939.666,443.998",939.666,443.998
"939.666,456.998",939.666,456.998
"926.666,430.998",926.666,430.998
"926.666,417.998",926.666,417.998
"926.666,404.998",926.666,404.998
"913.666,404.998",913.666,404.998
"913.666,417.998",913.666,417.998
"900.666,417.998",900.666,417.998
"900.666,430.998",900.666,430.998
"913.666,430.998",913.666,430.998
"913.666,443.998",913.666,443.998
"900.666,443.998",900.666,443.998
"900.666,456.998",900.666,456.998
"913.666,456.998",913.666,456.998
"913.666,469.998",913.666,469.998
"900.666,469.998",900.666,469.998
"887.666,469.998",887.666,469.998
"887.666,456.998",887.666,456.998
"874.666,469.998",874.666,469.998
"861.666,469.998",861.666,469.998
"939.666,313.998",939.666,313.998
"939.666,326.998",939.666,326.998
"952.666,326.998",952.666,326.998
"952.666,339.998",952.666,339.998
"939.666,339.998",939.666,339.998
"939.666,352.998",939.666,352.998
"939.666,365.998",939.666,365.998
"939.666,378.998",939.666,378.998
"952.666,378.998",952.666,378.998
"952.666,391.998",952.666,391.998
"952.666,404.998",952.666,404.998
"965.666,404.998",965.666,404.998
"952.666,417.998",952.666,417.998
"770.666,443.998",770.666,443.998
"1043.666,430.998",1043.666,430.998
"1056.666,443.998",1056.666,443.998
"835.666,417.998",835.666,417.998
"809.666,443.998",809.666,443.998
"796.666,443.998",796.666,443.998
"783.666,443.998",783.666,443.998
"848.666,573.998",848.666,573.998
"991.666,573.998",991.666,573.998
"1004.666,573.998",1004.666,573.998
"1017.666,573.998",1017.666,573.998
"1017.666,586.998",1017.666,586.998
"1017.666,599.998",1017.666,599.998
"1030.666,599.998",1030.666,599.998
"1017.666,612.998",1017.666,612.998
"1004.666,625.998",1004.666,625.998
"1004.666,638.998",1004.666,638.998
"1017.666,638.998",1017.666,638.998
"1017.666,651.998",1017.666,651.998
"1030.666,651.998",1030.666,651.998
"1043.666,651.998",1043.666,651.998
"1056.666,651.998",1056.666,651.998
"1056.666,638.998",1056.666,638.998
"1056.666,625.998",1056.666,625.998
"1043.666,625.998",1043.666,625.998
"1056.666,612.998",1056.666,612.998
"1056.666,599.998",1056.666,599.998
"1069.666,599.998",1069.666,599.998
"1069.666,586.998",1069.666,586.998
"1069.666,573.998",1069.666,573.998
"1069.666,560.998",1069.666,560.998
"1056.666,560.998",1056.666,560.998
"1056.666,573.998",1056.666,573.998
"1043.666,573.998",1043.666,573.998
"1030.666,573.998",1030.666,573.998
"1030.666,560.998",1030.666,560.998
"1043.666,560.998",1043.666,560.998
"1043.666,547.998",1043.666,547.998
"1030.666,547.998",1030.666,547.998
"1056.666,547.998",1056.666,547.998
"1056.666,534.998",1056.666,534.998
"1069.666,534.998",1069.666,534.998
"1069.666,547.998",1069.666,547.998
"1082.666,547.998",1082.666,547.998
"1082.666,534.998",1082.666,534.998
"1095.666,534.998",1095.666,534.998
"1095.666,521.998",1095.666,521.998
"1108.666,521.998",1108.666,521.998
"1121.666,521.998",1121.666,521.998
"1134.666,521.998",1134.666,521.998
"1147.666,521.998",1147.666,521.998
"1147.666,508.998",1147.666,508.998
"1134.666,508.998",1134.666,508.998
"1147.666,495.998",1147.666,495.998
"1160.666,508.998",1160.666,508.998
"1173.666,508.998",1173.666,508.998
"1173.666,495.998",1173.666,495.998
"1160.666,495.998",1160.666,495.998
"1173.666,482.998",1173.666,482.998
"1160.666,482.998",1160.666,482.998
"1173.666,469.998",1173.666,469.998
"1173.666,456.998",1173.666,456.998
"1186.666,456.998",1186.666,456.998
"1186.666,469.998",1186.666,469.998
"1186.666,482.998",1186.666,482.998
"1199.666,482.998",1199.666,482.998
"1199.666,495.998",1199.666,495.998
"1212.666,495.998",1212.666,495.998
"1212.666,508.998",1212.666,508.998
"1225.666,508.998",1225.666,508.998
"1238.666,508.998",1238.666,508.998
"1251.666,508.998",1251.666,508.998
"1264.666,508.998",1264.666,508.998
"1264.666,495.998",1264.666,495.998
"1264.666,482.998",1264.666,482.998
"1277.666,482.998",1277.666,482.998
"1290.666,482.998",1290.666,482.998
"1290.666,469.998",1290.666,469.998
"1290.666,443.998",1290.666,443.998
"1290.666,430.998",1290.666,430.998
"1303.666,417.998",1303.666,417.998
"1303.666,404.998",1303.666,404.998
"1303.666,391.998",1303.666,391.998
"1303.666,378.998",1303.666,378.998
"1316.666,378.998",1316.666,378.998
"1342.666,378.998",1342.666,378.998
"1342.666,391.998",1342.666,391.998
"1355.666,391.998",1355.666,391.998
"1368.666,391.998",1368.666,391.998
"1368.666,404.998",1368.666,404.998
"1381.666,417.998",1381.666,417.998
"1368.666,378.998",1368.666,378.998
"1394.666,378.998",1394.666,378.998
"1407.666,391.998",1407.666,391.998
"1433.666,391.998",1433.666,391.998
"1446.666,378.998",1446.666,378.998
"1459.666,378.998",1459.666,378.998
"1459.666,365.998",1459.666,365.998
"1472.666,365.998",1472.666,365.998
"1472.666,378.998",1472.666,378.998
"1485.666,365.998",1485.666,365.998
"1498.666,365.998",1498.666,365.998
"1498.666,352.998",1498.666,352.998
"1498.666,326.998",1498.666,326.998
"1498.666,313.998",1498.666,313.998
"1498.666,300.998",1498.666,300.998
"1498.666,287.998",1498.666,287.998
"1498.666,274.998",1498.666,274.998
"1511.666,274.998",1511.666,274.998
"1511.666,287.998",1511.666,287.998
"1511.666,261.998",1511.666,261.998
"1524.666,261.998",1524.666,261.998
"1524.666,248.998",1524.666,248.998
"1537.666,248.998",1537.666,248.998
"1524.666,235.998",1524.666,235.998
"1537.666,235.998",1537.666,235.998
"1524.666,222.998",1524.666,222.998
"1524.666,209.998",1524.666,209.998
"1511.666,209.998",1511.666,209.998
"1511.666,196.998",1511.666,196.998
"1498.666,196.998",1498.666,196.998
"1498.666,183.998",1498.666,183.998
"1511.666,183.998",1511.666,183.998
"1498.666,170.998",1498.666,170.998
"1485.666,170.998",1485.666,170.998
"1485.666,144.998",1485.666,144.998
"1485.666,131.998",1485.666,131.998
"1576.666,92.998",1576.666,92.998
"1576.666,105.998",1576.666,105.998
"1589.666,105.998",1589.666,105.998
"1602.666,118.998",1602.666,118.998
"1615.666,131.998",1615.666,131.998
"1628.666,144.998",1628.666,144.998
"1628.666,157.998",1628.666,157.998
"1628.666,170.998",1628.666,170.998
"1485.666,183.998",1485.666,183.998
"1472.666,183.998",1472.666,183.998
"1472.666,170.998",1472.666,170.998
"1472.666,196.998",1472.666,196.998
"1459.666,196.998",1459.666,196.998
"1459.666,209.998",1459.666,209.998
"1446.666,209.998",1446.666,209.998
"1446.666,222.998",1446.666,222.998
"1433.666,222.998",1433.666,222.998
"1420.666,222.998",1420.666,222.998
"1407.666,222.998",1407.666,222.998
"1394.666,222.998",1394.666,222.998
"1381.666,222.998",1381.666,222.998
"1381.666,209.998",1381.666,209.998
"1368.666,209.998",1368.666,209.998
"1355.666,209.998",1355.666,209.998
"1355.666,222.998",1355.666,222.998
"1355.666,235.998",1355.666,235.998
"1355.666,248.998",1355.666,248.998
"1355.666,261.998",1355.666,261.998
"1368.666,274.998",1368.666,274.998
"1381.666,274.998",1381.666,274.998
"1394.666,274.998",1394.666,274.998
"1394.666,287.998",1394.666,287.998
"1407.666,287.998",1407.666,287.998
"1420.666,287.998",1420.666,287.998
"1420.666,300.998",1420.666,300.998
"1407.666,300.998",1407.666,300.998
"1420.666,313.998",1420.666,313.998
"1433.666,300.998",1433.666,300.998
"1446.666,300.998",1446.666,300.998
"1446.666,313.998",1446.666,313.998
"1446.666,326.998",1446.666,326.998
"1459.666,326.998",1459.666,326.998
"1459.666,313.998",1459.666,313.998
"1459.666,300.998",1459.666,300.998
"1472.666,300.998",1472.666,300.998
"1472.666,287.998",1472.666,287.998
"1485.666,287.998",1485.666,287.998
"1485.666,274.998",1485.666,274.998
"1485.666,261.998",1485.666,261.998
"1498.666,261.998",1498.666,261.998
"1498.666,248.998",1498.666,248.998
"1511.666,248.998",1511.666,248.998
"1511.666,235.998",1511.666,235.998
"1511.666,222.998",1511.666,222.998
"1498.666,222.998",1498.666,222.998
"1498.666,209.998",1498.666,209.998
"1485.666,209.998",1485.666,209.998
"1485.666,196.998",1485.666,196.998
"1472.666,209.998",1472.666,209.998
"1472.666,222.998",1472.666,222.998
"1485.666,222.998",1485.666,222.998
"1485.666,235.998",1485.666,235.998
"1498.666,235.998",1498.666,235.998
"1485.666,248.998",1485.666,248.998
"1472.666,248.998",1472.666,248.998
"1472.666,261.998",1472.666,261.998
"1472.666,274.998",1472.666,274.998
"1459.666,274.998",1459.666,274.998
"1446.666,274.998",1446.666,274.998
"1459.666,287.998",1459.666,287.998
"1446.666,287.998",1446.666,287.998
"1433.666,287.998",1433.666,287.998
"1433.666,274.998",1433.666,274.998
"1420.666,274.998",1420.666,274.998
"1407.666,274.998",1407.666,274.998
"1407.666,261.998",1407.666,261.998
"1394.666,261.998",1394.666,261.998
"1381.666,261.998",1381.666,261.998
"1368.666,261.998",1368.666,261.998
"1368.666,248.998",1368.666,248.998
"1368.666,235.998",1368.666,235.998
"1368.666,222.998",1368.666,222.998
"1381.666,235.998",1381.666,235.998
"1381.666,248.998",1381.666,248.998
"1394.666,248.998",1394.666,248.998
"1407.666,248.998",1407.666,248.998
"1420.666,248.998",1420.666,248.998
"1420.666,261.998",1420.666,261.998
"1433.666,261.998",1433.666,261.998
"1446.666,261.998",1446.666,261.998
"1459.666,261.998",1459.666,261.998
"1459.666,248.998",1459.666,248.998
"1472.666,235.998",1472.666,235.998
"1459.666,235.998",1459.666,235.998
"1459.666,222.998",1459.666,222.998
"1446.666,235.998",1446.666,235.998
"1446.666,248.998",1446.666,248.998
"1433.666,248.998",1433.666,248.998
"1433.666,235.998",1433.666,235.998
"1420.666,235.998",1420.666,235.998
"1407.666,235.998",1407.666,235.998
"1394.666,235.998",1394.666,235.998
"1485.666,352.998",1485.666,352.998
"1511.666,352.998",1511.666,352.998
"1537.666,365.998",1537.666,365.998
"1563.666,352.998",1563.666,352.998
"1576.666,352.998",1576.666,352.998
"1589.666,339.998",1589.666,339.998
"1615.666,300.998",1615.666,300.998
"1667.666,300.998",1667.666,300.998
"1602.666,274.998",1602.666,274.998
"1524.666,339.998",1524.666,339.998
"1394.666,365.998",1394.666,365.998
"1355.666,378.998",1355.666,378.998
"1316.666,365.998",1316.666,365.998
"1329.666,352.998",1329.666,352.998
"1342.666,352.998",1342.666,352.998
"1355.666,352.998",1355.666,352.998
"1381.666,339.998",1381.666,339.998
"1394.666,339.998",1394.666,339.998
"1407.666,339.998",1407.666,339.998
"1290.666,391.998",1290.666,391.998
"1277.666,404.998",1277.666,404.998
"1303.666,469.998",1303.666,469.998
"1316.666,469.998",1316.666,469.998
"1303.666,482.998",1303.666,482.998
"1303.666,495.998",1303.666,495.998
"1290.666,495.998",1290.666,495.998
"1277.666,495.998",1277.666,495.998
"1277.666,508.998",1277.666,508.998
"1290.666,508.998",1290.666,508.998
"1303.666,508.998",1303.666,508.998
"1316.666,508.998",1316.666,508.998
"1329.666,508.998",1329.666,508.998
"1342.666,508.998",1342.666,508.998
"1342.666,482.998",1342.666,482.998
"1342.666,521.998",1342.666,521.998
"1355.666,521.998",1355.666,521.998
"1368.666,521.998",1368.666,521.998
"1381.666,508.998",1381.666,508.998
"1394.666,469.998",1394.666,469.998
"1394.666,456.998",1394.666,456.998
"1407.666,443.998",1407.666,443.998
"1407.666,430.998",1407.666,430.998
"1420.666,430.998",1420.666,430.998
"1368.666,534.998",1368.666,534.998
"1368.666,547.998",1368.666,547.998
"1381.666,547.998",1381.666,547.998
"1368.666,560.998",1368.666,560.998
"1355.666,560.998",1355.666,560.998
"1355.666,573.998",1355.666,573.998
"1355.666,586.998",1355.666,586.998
"1342.666,586.998",1342.666,586.998
"1342.666,599.998",1342.666,599.998
"1342.666,612.998",1342.666,612.998
"1355.666,612.998",1355.666,612.998
"1342.666,625.998",1342.666,625.998
"1355.666,625.998",1355.666,625.998
"1368.666,625.998",1368.666,625.998
"1381.666,625.998",1381.666,625.998
"1394.666,625.998",1394.666,625.998
"1394.666,638.998",1394.666,638.998
"1394.666,651.998",1394.666,651.998
"1407.666,651.998",1407.666,651.998
"1420.666,651.998",1420.666,651.998
"1420.666,664.998",1420.666,664.998
"1420.666,677.998",1420.666,677.998
"1420.666,690.998",1420.666,690.998
"1420.666,703.998",1420.666,703.998
"1420.666,716.998",1420.666,716.998
"1433.666,716.998",1433.666,716.998
"1446.666,703.998",1446.666,703.998
"1446.666,690.998",1446.666,690.998
"1446.666,677.998",1446.666,677.998
"1459.666,651.998",1459.666,651.998
"1472.666,651.998",1472.666,651.998
"1485.666,664.998",1485.666,664.998
"1498.666,690.998",1498.666,690.998
"1459.666,638.998",1459.666,638.998
"1459.666,625.998",1459.666,625.998
"1459.666,612.998",1459.666,612.998
"1459.666,599.998",1459.666,599.998
"1446.666,586.998",1446.666,586.998
"1433.666,573.998",1433.666,573.998
"1420.666,560.998",1420.666,560.998
"1407.666,716.998",1407.666,716.998
"1394.666,716.998",1394.666,716.998
"1394.666,703.998",1394.666,703.998
"1407.666,703.998",1407.666,703.998
"1407.666,690.998",1407.666,690.998
"1407.666,677.998",1407.666,677.998
"1407.666,664.998",1407.666,664.998
"1394.666,664.998",1394.666,664.998
"1394.666,677.998",1394.666,677.998
"1394.666,690.998",1394.666,690.998
"1381.666,690.998",1381.666,690.998
"1381.666,677.998",1381.666,677.998
"1381.666,664.998",1381.666,664.998
"1381.666,651.998",1381.666,651.998
"1381.666,638.998",1381.666,638.998
"1368.666,638.998",1368.666,638.998
"1355.666,638.998",1355.666,638.998
"1342.666,638.998",1342.666,638.998
"1329.666,638.998",1329.666,638.998
"1316.666,638.998",1316.666,638.998
"1316.666,625.998",1316.666,625.998
"1316.666,612.998",1316.666,612.998
"1316.666,599.998",1316.666,599.998
"1316.666,586.998",1316.666,586.998
"1316.666,573.998",1316.666,573.998
"1316.666,560.998",1316.666,560.998
"1316.666,547.998",1316.666,547.998
"1303.666,547.998",1303.666,547.998
"1303.666,534.998",1303.666,534.998
"1290.666,534.998",1290.666,534.998
"1277.666,534.998",1277.666,534.998
"1277.666,521.998",1277.666,521.998
"1264.666,521.998",1264.666,521.998
"1251.666,521.998",1251.666,521.998
"1238.666,521.998",1238.666,521.998
"1225.666,521.998",1225.666,521.998
"1212.666,521.998",1212.666,521.998
"1199.666,521.998",1199.666,521.998
"1186.666,521.998",1186.666,521.998
"1186.666,508.998",1186.666,508.998
"1186.666,495.998",1186.666,495.998
"1199.666,508.998",1199.666,508.998
"1186.666,534.998",1186.666,534.998
"1173.666,534.998",1173.666,534.998
"1173.666,521.998",1173.666,521.998
"1160.666,521.998",1160.666,521.998
"1160.666,534.998",1160.666,534.998
"1147.666,534.998",1147.666,534.998
"1134.666,534.998",1134.666,534.998
"1121.666,534.998",1121.666,534.998
"1108.666,534.998",1108.666,534.998
"1108.666,547.998",1108.666,547.998
"1095.666,547.998",1095.666,547.998
"1082.666,547.998",1082.666,547.998
"1082.666,560.998",1082.666,560.998
"1082.666,573.998",1082.666,573.998
"1082.666,586.998",1082.666,586.998
"1082.666,599.998",1082.666,599.998
"1082.666,612.998",1082.666,612.998
"1069.666,612.998",1069.666,612.998
"1069.666,625.998",1069.666,625.998
"1069.666,638.998",1069.666,638.998
"1069.666,651.998",1069.666,651.998
"1082.666,651.998",1082.666,651.998
"1095.666,651.998",1095.666,651.998
"1095.666,638.998",1095.666,638.998
"1082.666,638.998",1082.666,638.998
"1095.666,625.998",1095.666,625.998
"1095.666,612.998",1095.666,612.998
"1095.666,599.998",1095.666,599.998
"1095.666,586.998",1095.666,586.998
"1095.666,573.998",1095.666,573.998
"1095.666,560.998",1095.666,560.998
"1108.666,560.998",1108.666,560.998
"1121.666,560.998",1121.666,560.998
"1134.666,560.998",1134.666,560.998
"1147.666,560.998",1147.666,560.998
"1160.666,560.998",1160.666,560.998
"1160.666,547.998",1160.666,547.998
"1173.666,547.998",1173.666,547.998
"1186.666,547.998",1186.666,547.998
"1199.666,547.998",1199.666,547.998
"1199.666,534.998",1199.666,534.998
"1212.666,534.998",1212.666,534.998
"1225.666,534.998",1225.666,534.998
"1238.666,534.998",1238.666,534.998
"1251.666,534.998",1251.666,534.998
"1264.666,534.998",1264.666,534.998
"1264.666,547.998",1264.666,547.998
"1277.666,547.998",1277.666,547.998
"1290.666,547.998",1290.666,547.998
"1290.666,560.998",1290.666,560.998
"1303.666,560.998",1303.666,560.998
"1303.666,573.998",1303.666,573.998
"1303.666,586.998",1303.666,586.998
"1303.666,599.998",1303.666,599.998
"1303.666,612.998",1303.666,612.998
"1303.666,625.998",1303.666,625.998
"1290.666,625.998",1290.666,625.998
"1290.666,612.998",1290.666,612.998
"1290.666,599.998",1290.666,599.998
"1290.666,586.998",1290.666,586.998
"1290.666,573.998",1290.666,573.998
"1277.666,573.998",1277.666,573.998
"1277.666,560.998",1277.666,560.998
"1264.666,560.998",1264.666,560.998
"1251.666,560.998",1251.666,560.998
"1251.666,547.998",1251.666,547.998
"1238.666,547.998",1238.666,547.998
"1225.666,547.998",1225.666,547.998
"1212.666,547.998",1212.666,547.998
"1212.666,560.998",1212.666,560.998
"1199.666,560.998",1199.666,560.998
"1186.666,560.998",1186.666,560.998
"1173.666,560.998",1173.666,560.998
"1199.666,573.998",1199.666,573.998
"1212.666,573.998",1212.666,573.998
"1225.666,573.998",1225.666,573.998
"1225.666,560.998",1225.666,560.998
"1238.666,560.998",1238.666,560.998
"1238.666,573.998",1238.666,573.998
"1251.666,573.998",1251.666,573.998
"1264.666,573.998",1264.666,573.998
"1264.666,586.998",1264.666,586.998
"1277.666,586.998",1277.666,586.998
"1277.666,599.998",1277.666,599.998
"1277.666,612.998",1277.666,612.998
"1277.666,625.998",1277.666,625.998
"1264.666,625.998",1264.666,625.998
"1264.666,612.998",1264.666,612.998
"1264.666,599.998",1264.666,599.998
"1251.666,599.998",1251.666,599.998
"1251.666,586.998",1251.666,586.998
"1238.666,586.998",1238.666,586.998
"1225.666,586.998",1225.666,586.998
"1212.666,586.998",1212.666,586.998
"1199.666,586.998",1199.666,586.998
"1199.666,599.998",1199.666,599.998
"1212.666,599.998",1212.666,599.998
"1225.666,599.998",1225.666,599.998
"1238.666,599.998",1238.666,599.998
"1238.666,612.998",1238.666,612.998
"1251.666,612.998",1251.666,612.998
"1251.666,625.998",1251.666,625.998
"1251.666,638.998",1251.666,638.998
"1264.666,638.998",1264.666,638.998
"1277.666,638.998",1277.666,638.998
"1290.666,638.998",1290.666,638.998
"1303.666,638.998",1303.666,638.998
"1303.666,651.998",1303.666,651.998
"1316.666,651.998",1316.666,651.998
"1329.666,651.998",1329.666,651.998
"1342.666,651.998",1342.666,651.998
"1355.666,651.998",1355.666,651.998
"1368.666,651.998",1368.666,651.998
"1368.666,664.998",1368.666,664.998
"1368.666,677.998",1368.666,677.998
"1368.666,690.998",1368.666,690.998
"1368.666,703.998",1368.666,703.998
"1368.666,716.998",1368.666,716.998
"1368.666,729.998",1368.666,729.998
"1368.666,742.998",1368.666,742.998
"1368.666,755.998",1368.666,755.998
"1368.666,768.998",1368.666,768.998
"1381.666,768.998",1381.666,768.998
"1381.666,781.998",1381.666,781.998
"1381.666,794.998",1381.666,794.998
"1394.666,794.998",1394.666,794.998
"1407.666,807.998",1407.666,807.998
"1420.666,807.998",1420.666,807.998
"1433.666,807.998",1433.666,807.998
"1433.666,820.998",1433.666,820.998
"1433.666,833.998",1433.666,833.998
"1433.666,846.998",1433.666,846.998
"1446.666,846.998",1446.666,846.998
"1459.666,846.998",1459.666,846.998
"1472.666,846.998",1472.666,846.998
"1472.666,859.998",1472.666,859.998
"1485.666,859.998",1485.666,859.998
"1485.666,872.998",1485.666,872.998
"1472.666,872.998",1472.666,872.998
"1459.666,872.998",1459.666,872.998
"1459.666,859.998",1459.666,859.998
"1446.666,859.998",1446.666,859.998
"1446.666,872.998",1446.666,872.998
"1433.666,872.998",1433.666,872.998
"1433.666,859.998",1433.666,859.998
"1420.666,859.998",1420.666,859.998
"1420.666,872.998",1420.666,872.998
"1407.666,872.998",1407.666,872.998
