datadot,x,y
"913.666,807.998",913.666,807.998
"913.666,794.998",913.666,794.998
"926.666,794.998",926.666,794.998
"939.666,794.998",939.666,794.998
"939.666,781.998",939.666,781.998
"952.666,781.998",952.666,781.998
"926.666,781.998",926.666,781.998
"913.666,781.998",913.666,781.998
"900.666,781.998",900.666,781.998
"913.666,768.998",913.666,768.998
"913.666,755.998",913.666,755.998
"900.666,742.998",900.666,742.998
"900.666,729.998",900.666,729.998
"913.666,729.998",913.666,729.998
"926.666,729.998",926.666,729.998
"926.666,716.998",926.666,716.998
"939.666,716.998",939.666,716.998
"952.666,716.998",952.666,716.998
"952.666,729.998",952.666,729.998
"939.666,742.998",939.666,742.998
"939.666,755.998",939.666,755.998
"926.666,768.998",926.666,768.998
"926.666,755.998",926.666,755.998
"848.666,651.998",848.666,651.998
"848.666,638.998",848.666,638.998
"861.666,638.998",861.666,638.998
"861.666,625.998",861.666,625.998
"848.666,625.998",848.666,625.998
"848.666,599.998",848.666,599.998
"861.666,612.998",861.666,612.998
"874.666,599.998",874.666,599.998
"887.666,586.998",887.666,586.998
"874.666,573.998",874.666,573.998
"835.6665,612.998",835.6665,612.998
"809.6665,625.998",809.6665,625.998
"627.6665,781.998",627.6665,781.998
"601.6665,781.998",601.6665,781.998
"601.6665,820.998",601.6665,820.998
"614.6665,911.998",614.6665,911.998
"627.6665,911.998",627.6665,911.998
"627.6665,924.998",627.6665,924.998
"627.6665,937.998",627.6665,937.998
"640.6665,937.998",640.6665,937.998
"640.6665,950.998",640.6665,950.998
"653.6665,950.998",653.6665,950.998
"666.6665,950.998",666.6665,950.998
"679.6665,950.998",679.6665,950.998
"692.6665,950.998",692.6665,950.998
"705.6665,950.998",705.6665,950.998
"705.6665,937.998",705.6665,937.998
"718.6665,937.998",718.6665,937.998
"731.6665,937.998",731.6665,937.998
"744.6665,937.998",744.6665,937.998
"757.6665,937.998",757.6665,937.998
"848.666,911.998",848.666,911.998
"861.666,911.998",861.666,911.998
"861.666,898.998",861.666,898.998
"861.666,885.998",861.666,885.998
"874.666,898.998",874.666,898.998
"887.666,924.998",887.666,924.998
"952.666,937.998",952.666,937.998
"978.666,937.998",978.666,937.998
"978.666,950.998",978.666,950.998
"991.666,963.998",991.666,963.998
"874.666,924.998",874.666,924.998
"731.6665,950.998",731.6665,950.998
"718.6665,950.998",718.6665,950.998
"692.6665,963.998",692.6665,963.998
"692.6665,976.998",692.6665,976.998
"705.6665,976.998",705.6665,976.998
"705.6665,963.998",705.6665,963.998
"718.6665,963.998",718.6665,963.998
"731.6665,963.998",731.6665,963.998
"731.6665,976.998",731.6665,976.998
"744.6665,963.998",744.6665,963.998
"666.6665,963.998",666.6665,963.998
"640.6665,963.998",640.6665,963.998
"588.6665,898.998",588.6665,898.998
"575.6665,898.998",575.6665,898.998
"601.6665,976.998",601.6665,976.998
"601.6665,963.998",601.6665,963.998
"588.6665,963.998",588.6665,963.998
"588.6665,950.998",588.6665,950.998
"575.6665,950.998",575.6665,950.998
"562.6665,950.998",562.6665,950.998
"562.6665,937.998",562.6665,937.998
"549.6665,937.998",549.6665,937.998
"536.6665,937.998",536.6665,937.998
"549.6665,924.998",549.6665,924.998
"536.6665,911.998",536.6665,911.998
"523.6665,911.998",523.6665,911.998
"523.6665,885.998",523.6665,885.998
"523.6665,898.998",523.6665,898.998
"510.6665,898.998",510.6665,898.998
"497.6665,898.998",497.6665,898.998
"497.6665,911.998",497.6665,911.998
"471.6665,911.998",471.6665,911.998
"471.6665,924.998",471.6665,924.998
"549.6665,950.998",549.6665,950.998
"406.6665,950.998",406.6665,950.998
"393.6665,937.998",393.6665,937.998
"432.6665,911.998",432.6665,911.998
"445.6665,911.998",445.6665,911.998
"445.6665,924.998",445.6665,924.998
"393.6665,872.998",393.6665,872.998
"406.6665,872.998",406.6665,872.998
"380.6665,872.998",380.6665,872.998
"380.6665,885.998",380.6665,885.998
"380.6665,911.998",380.6665,911.998
"380.6665,898.998",380.6665,898.998
"393.6665,898.998",393.6665,898.998
"367.6665,898.998",367.6665,898.998
"354.6665,885.998",354.6665,885.998
"393.6665,885.998",393.6665,885.998
"354.6665,833.998",354.6665,833.998
"354.6665,820.998",354.6665,820.998
"367.6665,820.998",367.6665,820.998
"380.6665,820.998",380.6665,820.998
"380.6665,833.998",380.6665,833.998
"367.6665,807.998",367.6665,807.998
"380.6665,807.998",380.6665,807.998
"380.6665,794.998",380.6665,794.998
"380.6665,781.998",380.6665,781.998
"380.6665,768.998",380.6665,768.998
"393.6665,794.998",393.6665,794.998
"393.6665,781.998",393.6665,781.998
"393.6665,807.998",393.6665,807.998
"393.6665,820.998",393.6665,820.998
"393.6665,833.998",393.6665,833.998
"406.6665,820.998",406.6665,820.998
"419.6665,820.998",419.6665,820.998
"406.6665,807.998",406.6665,807.998
"406.6665,794.998",406.6665,794.998
"419.6665,807.998",419.6665,807.998
"432.6665,820.998",432.6665,820.998
"432.6665,833.998",432.6665,833.998
"445.6665,807.998",445.6665,807.998
"432.6665,807.998",432.6665,807.998
"432.6665,794.998",432.6665,794.998
"432.6665,781.998",432.6665,781.998
"419.6665,781.998",419.6665,781.998
"419.6665,768.998",419.6665,768.998
"458.6665,820.998",458.6665,820.998
"445.6665,820.998",445.6665,820.998
"458.6665,807.998",458.6665,807.998
"471.6665,807.998",471.6665,807.998
"471.6665,781.998",471.6665,781.998
"484.6665,807.998",484.6665,807.998
"484.6665,820.998",484.6665,820.998
"458.6665,846.998",458.6665,846.998
"484.6665,846.998",484.6665,846.998
"497.6665,846.998",497.6665,846.998
"497.6665,833.998",497.6665,833.998
"510.6665,846.998",510.6665,846.998
"510.6665,859.998",510.6665,859.998
"523.6665,859.998",523.6665,859.998
"523.6665,846.998",523.6665,846.998
"523.6665,833.998",523.6665,833.998
"536.6665,833.998",536.6665,833.998
"536.6665,820.998",536.6665,820.998
"549.6665,820.998",549.6665,820.998
"536.6665,807.998",536.6665,807.998
"510.6665,807.998",510.6665,807.998
"536.6665,794.998",536.6665,794.998
"523.6665,794.998",523.6665,794.998
"549.6665,794.998",549.6665,794.998
"562.6665,781.998",562.6665,781.998
"536.6665,781.998",536.6665,781.998
"523.6665,781.998",523.6665,781.998
"523.6665,768.998",523.6665,768.998
"536.6665,768.998",536.6665,768.998
"536.6665,755.998",536.6665,755.998
"510.6665,781.998",510.6665,781.998
"497.6665,781.998",497.6665,781.998
"484.6665,859.998",484.6665,859.998
"497.6665,872.998",497.6665,872.998
"458.6665,859.998",458.6665,859.998
"445.6665,872.998",445.6665,872.998
"458.6665,885.998",458.6665,885.998
"484.6665,885.998",484.6665,885.998
"471.6665,872.998",471.6665,872.998
"445.6665,794.998",445.6665,794.998
"458.6665,781.998",458.6665,781.998
"341.6665,859.998",341.6665,859.998
"289.6665,859.998",289.6665,859.998
"276.6665,833.998",276.6665,833.998
"289.6665,833.998",289.6665,833.998
"302.6665,833.998",302.6665,833.998
"302.6665,820.998",302.6665,820.998
"315.6665,820.998",315.6665,820.998
"302.6665,807.998",302.6665,807.998
"315.6665,807.998",315.6665,807.998
"328.6665,807.998",328.6665,807.998
"341.6665,807.998",341.6665,807.998
"341.6665,794.998",341.6665,794.998
"354.6665,794.998",354.6665,794.998
"354.6665,807.998",354.6665,807.998
"263.6665,833.998",263.6665,833.998
"250.6665,833.998",250.6665,833.998
"237.6665,833.998",237.6665,833.998
"237.6665,820.998",237.6665,820.998
"250.6665,820.998",250.6665,820.998
"263.6665,820.998",263.6665,820.998
"276.6665,820.998",276.6665,820.998
"289.6665,820.998",289.6665,820.998
"289.6665,807.998",289.6665,807.998
"276.6665,807.998",276.6665,807.998
"276.6665,794.998",276.6665,794.998
"289.6665,794.998",289.6665,794.998
"302.6665,794.998",302.6665,794.998
"315.6665,794.998",315.6665,794.998
"315.6665,781.998",315.6665,781.998
"328.6665,781.998",328.6665,781.998
"302.6665,781.998",302.6665,781.998
"302.6665,768.998",302.6665,768.998
"302.6665,755.998",302.6665,755.998
"302.6665,742.998",302.6665,742.998
"302.6665,729.998",302.6665,729.998
"302.6665,716.998",302.6665,716.998
"315.6665,716.998",315.6665,716.998
"315.6665,729.998",315.6665,729.998
"315.6665,742.998",315.6665,742.998
"315.6665,755.998",315.6665,755.998
"328.6665,755.998",328.6665,755.998
"328.6665,742.998",328.6665,742.998
"328.6665,729.998",328.6665,729.998
"341.6665,729.998",341.6665,729.998
"354.6665,729.998",354.6665,729.998
"367.6665,729.998",367.6665,729.998
"354.6665,742.998",354.6665,742.998
"341.6665,742.998",341.6665,742.998
"380.6665,755.998",380.6665,755.998
"380.6665,742.998",380.6665,742.998
"341.6665,755.998",341.6665,755.998
"341.6665,768.998",341.6665,768.998
"367.6665,768.998",367.6665,768.998
"354.6665,768.998",354.6665,768.998
"367.6665,781.998",367.6665,781.998
"354.6665,755.998",354.6665,755.998
"367.6665,755.998",367.6665,755.998
"315.6665,768.998",315.6665,768.998
"328.6665,716.998",328.6665,716.998
"341.6665,716.998",341.6665,716.998
"263.6665,807.998",263.6665,807.998
"263.6665,794.998",263.6665,794.998
"250.6665,794.998",250.6665,794.998
"250.6665,781.998",250.6665,781.998
"250.6665,768.998",250.6665,768.998
"250.6665,755.998",250.6665,755.998
"263.6665,755.998",263.6665,755.998
"263.6665,742.998",263.6665,742.998
"263.6665,729.998",263.6665,729.998
"263.6665,716.998",263.6665,716.998
"276.6665,716.998",276.6665,716.998
"276.6665,703.998",276.6665,703.998
"276.6665,690.998",276.6665,690.998
"276.6665,677.998",276.6665,677.998
"289.6665,677.998",289.6665,677.998
"289.6665,690.998",289.6665,690.998
"302.6665,690.998",302.6665,690.998
"315.6665,690.998",315.6665,690.998
"328.6665,690.998",328.6665,690.998
"341.6665,690.998",341.6665,690.998
"354.6665,690.998",354.6665,690.998
"367.6665,690.998",367.6665,690.998
"367.6665,703.998",367.6665,703.998
"354.6665,703.998",354.6665,703.998
"354.6665,716.998",354.6665,716.998
"341.6665,703.998",341.6665,703.998
"328.6665,703.998",328.6665,703.998
"315.6665,703.998",315.6665,703.998
"302.6665,703.998",302.6665,703.998
"289.6665,703.998",289.6665,703.998
"289.6665,716.998",289.6665,716.998
"289.6665,729.998",289.6665,729.998
"289.6665,742.998",289.6665,742.998
"289.6665,755.998",289.6665,755.998
"289.6665,768.998",289.6665,768.998
"289.6665,781.998",289.6665,781.998
"276.6665,781.998",276.6665,781.998
"263.6665,781.998",263.6665,781.998
"263.6665,768.998",263.6665,768.998
"276.6665,768.998",276.6665,768.998
"276.6665,755.998",276.6665,755.998
"276.6665,742.998",276.6665,742.998
"276.6665,729.998",276.6665,729.998
"302.6665,677.998",302.6665,677.998
"315.6665,677.998",315.6665,677.998
"328.6665,677.998",328.6665,677.998
"341.6665,677.998",341.6665,677.998
"354.6665,677.998",354.6665,677.998
"367.6665,677.998",367.6665,677.998
"237.6665,794.998",237.6665,794.998
"250.6665,807.998",250.6665,807.998
"237.6665,807.998",237.6665,807.998
"224.6665,807.998",224.6665,807.998
"185.6665,846.998",185.6665,846.998
"159.6665,859.998",159.6665,859.998
"146.6665,859.998",146.6665,859.998
"120.6665,846.998",120.6665,846.998
"146.6665,872.998",146.6665,872.998
"185.6665,833.998",185.6665,833.998
"198.6665,833.998",198.6665,833.998
"211.6665,833.998",211.6665,833.998
"224.6665,833.998",224.6665,833.998
"224.6665,820.998",224.6665,820.998
"211.6665,820.998",211.6665,820.998
"146.6665,807.998",146.6665,807.998
"120.6665,807.998",120.6665,807.998
"146.6665,781.998",146.6665,781.998
"133.6665,768.998",133.6665,768.998
"120.6665,768.998",120.6665,768.998
"107.6665,755.998",107.6665,755.998
"94.6665,755.998",94.6665,755.998
"81.6665,742.998",81.6665,742.998
"68.6665,742.998",68.6665,742.998
"55.6665,742.998",55.6665,742.998
"42.6665,742.998",42.6665,742.998
"276.6665,638.998",276.6665,638.998
"276.6665,625.998",276.6665,625.998
"276.6665,612.998",276.6665,612.998
"289.6665,612.998",289.6665,612.998
"302.6665,612.998",302.6665,612.998
"315.6665,612.998",315.6665,612.998
"328.6665,612.998",328.6665,612.998
"341.6665,612.998",341.6665,612.998
"354.6665,612.998",354.6665,612.998
"367.6665,612.998",367.6665,612.998
"380.6665,612.998",380.6665,612.998
"393.6665,612.998",393.6665,612.998
"393.6665,625.998",393.6665,625.998
"406.6665,625.998",406.6665,625.998
"406.6665,638.998",406.6665,638.998
"393.6665,638.998",393.6665,638.998
"380.6665,638.998",380.6665,638.998
"367.6665,638.998",367.6665,638.998
"354.6665,638.998",354.6665,638.998
"341.6665,638.998",341.6665,638.998
"328.6665,638.998",328.6665,638.998
"315.6665,638.998",315.6665,638.998
"302.6665,638.998",302.6665,638.998
"289.6665,638.998",289.6665,638.998
"289.6665,625.998",289.6665,625.998
"302.6665,625.998",302.6665,625.998
"315.6665,625.998",315.6665,625.998
"328.6665,625.998",328.6665,625.998
"341.6665,625.998",341.6665,625.998
"354.6665,625.998",354.6665,625.998
"367.6665,625.998",367.6665,625.998
"380.6665,625.998",380.6665,625.998
"406.6665,612.998",406.6665,612.998
"406.6665,599.998",406.6665,599.998
"393.6665,599.998",393.6665,599.998
"380.6665,599.998",380.6665,599.998
"367.6665,599.998",367.6665,599.998
"354.6665,599.998",354.6665,599.998
"341.6665,599.998",341.6665,599.998
"328.6665,599.998",328.6665,599.998
"315.6665,599.998",315.6665,599.998
"302.6665,599.998",302.6665,599.998
"289.6665,599.998",289.6665,599.998
"419.6665,599.998",419.6665,599.998
"419.6665,612.998",419.6665,612.998
"432.6665,625.998",432.6665,625.998
"432.6665,638.998",432.6665,638.998
"263.6665,625.998",263.6665,625.998
"263.6665,612.998",263.6665,612.998
"263.6665,599.998",263.6665,599.998
"276.6665,599.998",276.6665,599.998
"276.6665,586.998",276.6665,586.998
"289.6665,586.998",289.6665,586.998
"302.6665,586.998",302.6665,586.998
"315.6665,586.998",315.6665,586.998
"328.6665,586.998",328.6665,586.998
"341.6665,586.998",341.6665,586.998
"354.6665,586.998",354.6665,586.998
"367.6665,586.998",367.6665,586.998
"380.6665,586.998",380.6665,586.998
"393.6665,586.998",393.6665,586.998
"406.6665,586.998",406.6665,586.998
"419.6665,586.998",419.6665,586.998
"419.6665,573.998",419.6665,573.998
"406.6665,573.998",406.6665,573.998
"393.6665,573.998",393.6665,573.998
"380.6665,573.998",380.6665,573.998
"367.6665,573.998",367.6665,573.998
"354.6665,573.998",354.6665,573.998
"341.6665,573.998",341.6665,573.998
"328.6665,573.998",328.6665,573.998
"315.6665,573.998",315.6665,573.998
"302.6665,573.998",302.6665,573.998
"289.6665,573.998",289.6665,573.998
"237.6665,612.998",237.6665,612.998
"289.6665,534.998",289.6665,534.998
"328.6665,495.998",328.6665,495.998
"341.6665,495.998",341.6665,495.998
"341.6665,508.998",341.6665,508.998
"341.6665,521.998",341.6665,521.998
"341.6665,534.998",341.6665,534.998
"354.6665,534.998",354.6665,534.998
"341.6665,547.998",341.6665,547.998
"354.6665,547.998",354.6665,547.998
"367.6665,547.998",367.6665,547.998
"380.6665,547.998",380.6665,547.998
"393.6665,547.998",393.6665,547.998
"406.6665,547.998",406.6665,547.998
"419.6665,547.998",419.6665,547.998
"419.6665,534.998",419.6665,534.998
"432.6665,521.998",432.6665,521.998
"458.6665,508.998",458.6665,508.998
"432.6665,495.998",432.6665,495.998
"419.6665,495.998",419.6665,495.998
"445.6665,495.998",445.6665,495.998
"471.6665,482.998",471.6665,482.998
"497.6665,482.998",497.6665,482.998
"380.6665,482.998",380.6665,482.998
"393.6665,495.998",393.6665,495.998
"445.6665,417.998",445.6665,417.998
"458.6665,417.998",458.6665,417.998
"471.6665,417.998",471.6665,417.998
"484.6665,417.998",484.6665,417.998
"497.6665,417.998",497.6665,417.998
"497.6665,404.998",497.6665,404.998
"510.6665,404.998",510.6665,404.998
"510.6665,391.998",510.6665,391.998
"510.6665,378.998",510.6665,378.998
"510.6665,365.998",510.6665,365.998
"510.6665,352.998",510.6665,352.998
"510.6665,339.998",510.6665,339.998
"510.6665,326.998",510.6665,326.998
"510.6665,313.998",510.6665,313.998
"523.6665,313.998",523.6665,313.998
"523.6665,326.998",523.6665,326.998
"523.6665,339.998",523.6665,339.998
"523.6665,352.998",523.6665,352.998
"523.6665,365.998",523.6665,365.998
"523.6665,378.998",523.6665,378.998
"523.6665,391.998",523.6665,391.998
"536.6665,391.998",536.6665,391.998
"536.6665,378.998",536.6665,378.998
"536.6665,365.998",536.6665,365.998
"536.6665,352.998",536.6665,352.998
"536.6665,339.998",536.6665,339.998
"536.6665,326.998",536.6665,326.998
"536.6665,313.998",536.6665,313.998
"549.6665,391.998",549.6665,391.998
"549.6665,378.998",549.6665,378.998
"549.6665,365.998",549.6665,365.998
"549.6665,352.998",549.6665,352.998
"549.6665,339.998",549.6665,339.998
"549.6665,326.998",549.6665,326.998
"549.6665,313.998",549.6665,313.998
"562.6665,313.998",562.6665,313.998
"575.6665,313.998",575.6665,313.998
"588.6665,313.998",588.6665,313.998
"588.6665,326.998",588.6665,326.998
"588.6665,339.998",588.6665,339.998
"588.6665,352.998",588.6665,352.998
"575.6665,352.998",575.6665,352.998
"575.6665,365.998",575.6665,365.998
"562.6665,365.998",562.6665,365.998
"562.6665,352.998",562.6665,352.998
"562.6665,339.998",562.6665,339.998
"562.6665,326.998",562.6665,326.998
"575.6665,326.998",575.6665,326.998
"575.6665,339.998",575.6665,339.998
"458.6665,443.998",458.6665,443.998
"627.6665,365.998",627.6665,365.998
"367.6665,391.998",367.6665,391.998
"432.6665,378.998",432.6665,378.998
"601.6665,287.998",601.6665,287.998
"614.6665,287.998",614.6665,287.998
"614.6665,300.998",614.6665,300.998
"614.6665,313.998",614.6665,313.998
"614.6665,326.998",614.6665,326.998
"614.6665,339.998",614.6665,339.998
"627.6665,339.998",627.6665,339.998
"627.6665,352.998",627.6665,352.998
"640.6665,352.998",640.6665,352.998
"497.6665,261.998",497.6665,261.998
"497.6665,248.998",497.6665,248.998
"510.6665,248.998",510.6665,248.998
"523.6665,248.998",523.6665,248.998
"536.6665,248.998",536.6665,248.998
"510.6665,261.998",510.6665,261.998
"523.6665,261.998",523.6665,261.998
"536.6665,261.998",536.6665,261.998
"497.6665,209.998",497.6665,209.998
"497.6665,196.998",497.6665,196.998
"497.6665,183.998",497.6665,183.998
"510.6665,183.998",510.6665,183.998
"510.6665,196.998",510.6665,196.998
"510.6665,209.998",510.6665,209.998
"523.6665,209.998",523.6665,209.998
"523.6665,196.998",523.6665,196.998
"536.6665,196.998",536.6665,196.998
"536.6665,209.998",536.6665,209.998
"536.6665,222.998",536.6665,222.998
"549.6665,222.998",549.6665,222.998
"562.6665,222.998",562.6665,222.998
"562.6665,235.998",562.6665,235.998
"562.6665,248.998",562.6665,248.998
"575.6665,248.998",575.6665,248.998
"575.6665,261.998",575.6665,261.998
"562.6665,261.998",562.6665,261.998
"549.6665,261.998",549.6665,261.998
"549.6665,248.998",549.6665,248.998
"549.6665,235.998",549.6665,235.998
"536.6665,235.998",536.6665,235.998
"523.6665,235.998",523.6665,235.998
"510.6665,235.998",510.6665,235.998
"497.6665,235.998",497.6665,235.998
"497.6665,222.998",497.6665,222.998
"510.6665,222.998",510.6665,222.998
"523.6665,222.998",523.6665,222.998
"523.6665,183.998",523.6665,183.998
"497.6665,144.998",497.6665,144.998
"497.6665,157.998",497.6665,157.998
"510.6665,157.998",510.6665,157.998
"510.6665,170.998",510.6665,170.998
"497.6665,170.998",497.6665,170.998
"1108.833,573.998",1108.833,573.998
"1108.833,586.998",1108.833,586.998
"1121.833,586.998",1121.833,586.998
"1121.833,573.998",1121.833,573.998
"1134.582,586.998",1134.582,586.998
"1134.582,573.998",1134.582,573.998
"1147.582,573.998",1147.582,573.998
"1147.582,586.998",1147.582,586.998
"1160.582,586.998",1160.582,586.998
"1160.582,573.998",1160.582,573.998
"1173.749,573.998",1173.749,573.998
"1173.749,586.998",1173.749,586.998
"1186.749,586.998",1186.749,586.998
"1186.749,573.998",1186.749,573.998
